|dates|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|456.0|0|10.0|0|0.0|0
0|2020-05-15|462.0|0|10.0|0|0.0|0
0|2020-05-16|462.0|0|10.0|0|0.0|0
