|dates|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|1.0|0|0.0|0
0|2020-05-18|58.0|0|1.0|0|0.0|0
0|2020-05-19|58.0|0|1.0|0|0.0|0
0|2020-05-20|60.0|0|1.0|0|0.0|0
0|2020-05-21|61.0|0|1.0|0|0.0|0
0|2020-05-22|67.0|0|1.0|0|0.0|0
0|2020-05-23|67.0|0|1.0|0|0.0|0
