|dates|Cumberland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|0.0|0|0.0|0
0|2020-05-18|23.0|0|0.0|0|0.0|0
0|2020-05-19|25.0|0|0.0|0|0.0|0
0|2020-05-20|25.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|25.0|0|0.0|0|0.0|0
0|2020-05-23|25.0|0|0.0|0|0.0|0
