|dates|Montgomery_Missouri_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
