|dates|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8215.0|0|955.0|0|0.0|0
0|2020-05-25|8226.0|0|955.0|0|0.0|0
0|2020-05-26|8226.0|0|955.0|0|0.0|0
