|dates|Moore_Texas_UnitedStates.JHU_ConfirmedCases.data|Moore_Texas_UnitedStates.JHU_ConfirmedCases.missing|Moore_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Moore_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Moore_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Moore_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|583.0|0|13.0|0|0.0|0
0|2020-05-28|583.0|0|13.0|0|0.0|0
0|2020-05-29|583.0|0|13.0|0|0.0|0
0|2020-05-30|583.0|0|13.0|0|0.0|0
