|dates|Fayette_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Fayette_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|550.0|0|12.0|0|0.0|0
0|2020-05-18|564.0|0|12.0|0|0.0|0
0|2020-05-19|596.0|0|12.0|0|0.0|0
0|2020-05-20|591.0|0|12.0|0|0.0|0
0|2020-05-21|596.0|0|13.0|0|0.0|0
0|2020-05-22|603.0|0|13.0|0|0.0|0
0|2020-05-23|603.0|0|13.0|0|0.0|0
