|dates|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
