|dates|Johnson_Texas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|123.0|0|4.0|0|0.0|0
0|2020-05-18|123.0|0|4.0|0|0.0|0
0|2020-05-19|136.0|0|4.0|0|0.0|0
0|2020-05-20|142.0|0|4.0|0|0.0|0
0|2020-05-21|144.0|0|4.0|0|0.0|0
0|2020-05-22|144.0|0|4.0|0|0.0|0
0|2020-05-23|144.0|0|4.0|0|0.0|0
