|dates|Lafayette_Missouri_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|3.0|0|0.0|0
0|2020-05-25|70.0|0|3.0|0|0.0|0
0|2020-05-26|70.0|0|3.0|0|0.0|0
