|dates|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.data|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5810.0|0|504.0|0|0.0|0
0|2020-05-28|5810.0|0|504.0|0|0.0|0
0|2020-05-29|5810.0|0|504.0|0|0.0|0
0|2020-05-30|5810.0|0|504.0|0|0.0|0
