|dates|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|59.0|0|1.0|0|0.0|0
0|2020-05-15|61.0|0|1.0|0|0.0|0
0|2020-05-16|61.0|0|1.0|0|0.0|0
