|dates|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|210.0|0|7.0|0|0.0|0
0|2020-05-25|210.0|0|7.0|0|0.0|0
0|2020-05-26|210.0|0|7.0|0|0.0|0
