|dates|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|2.0|0|0.0|0
0|2020-05-28|24.0|0|2.0|0|0.0|0
0|2020-05-29|24.0|0|2.0|0|0.0|0
0|2020-05-30|24.0|0|2.0|0|0.0|0
