|dates|Winona_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Winona_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Winona_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Winona_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Winona_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Winona_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|15.0|0|0.0|0
0|2020-05-18|75.0|0|15.0|0|0.0|0
0|2020-05-19|75.0|0|15.0|0|0.0|0
0|2020-05-20|75.0|0|15.0|0|0.0|0
0|2020-05-21|75.0|0|15.0|0|0.0|0
0|2020-05-22|76.0|0|15.0|0|0.0|0
0|2020-05-23|76.0|0|15.0|0|0.0|0
