|dates|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|693.0|0|31.0|0|0.0|0
0|2020-05-18|702.0|0|31.0|0|0.0|0
0|2020-05-19|720.0|0|32.0|0|0.0|0
0|2020-05-20|724.0|0|37.0|0|0.0|0
0|2020-05-21|732.0|0|37.0|0|0.0|0
0|2020-05-22|749.0|0|37.0|0|0.0|0
0|2020-05-23|749.0|0|37.0|0|0.0|0
