|dates|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Abbeville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|35.0|0|0.0|0|0.0|0
0|2020-05-28|35.0|0|0.0|0|0.0|0
0|2020-05-29|35.0|0|0.0|0|0.0|0
0|2020-05-30|35.0|0|0.0|0|0.0|0
