|dates|Gosper_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Gosper_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Gosper_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Gosper_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Gosper_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Gosper_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
