|dates|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1474.0|0|11.0|0|0.0|0
0|2020-05-18|1474.0|0|11.0|0|0.0|0
0|2020-05-19|1517.0|0|11.0|0|0.0|0
0|2020-05-20|1520.0|0|11.0|0|0.0|0
0|2020-05-21|1520.0|0|11.0|0|0.0|0
0|2020-05-22|1540.0|0|11.0|0|0.0|0
0|2020-05-23|1540.0|0|11.0|0|0.0|0
