|dates|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|40.0|0|0.0|0|0.0|0
0|2020-05-28|40.0|0|0.0|0|0.0|0
0|2020-05-29|40.0|0|0.0|0|0.0|0
0|2020-05-30|40.0|0|0.0|0|0.0|0
