|dates|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|101.0|0|0.0|0|0.0|0
0|2020-05-25|104.0|0|0.0|0|0.0|0
0|2020-05-26|104.0|0|0.0|0|0.0|0
