|dates|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|105.0|0|0.0|0|0.0|0
0|2020-05-15|125.0|0|0.0|0|0.0|0
0|2020-05-16|125.0|0|0.0|0|0.0|0
