|dates|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Sweetwater_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|25.0|0|0.0|0|0.0|0
0|2020-05-28|25.0|0|0.0|0|0.0|0
0|2020-05-29|25.0|0|0.0|0|0.0|0
0|2020-05-30|25.0|0|0.0|0|0.0|0
