|dates|Houston_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Houston_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Houston_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
