|dates|Newton_Texas_UnitedStates.JHU_ConfirmedCases.data|Newton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Newton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
