|dates|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Pepin_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
