|dates|Benton_Oregon_UnitedStates.JHU_ConfirmedCases.data|Benton_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Benton_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|51.0|0|5.0|0|0.0|0
0|2020-05-18|54.0|0|5.0|0|0.0|0
0|2020-05-19|54.0|0|5.0|0|0.0|0
0|2020-05-20|55.0|0|5.0|0|0.0|0
0|2020-05-21|55.0|0|5.0|0|0.0|0
0|2020-05-22|55.0|0|5.0|0|0.0|0
0|2020-05-23|55.0|0|5.0|0|0.0|0
