|dates|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|409.0|0|4.0|0|0.0|0
0|2020-05-28|409.0|0|4.0|0|0.0|0
0|2020-05-29|409.0|0|4.0|0|0.0|0
0|2020-05-30|409.0|0|4.0|0|0.0|0
