|dates|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12.0|0|0.0|0|0.0|0
0|2020-05-18|12.0|0|0.0|0|0.0|0
0|2020-05-19|13.0|0|0.0|0|0.0|0
0|2020-05-20|13.0|0|0.0|0|0.0|0
0|2020-05-21|13.0|0|0.0|0|0.0|0
0|2020-05-22|14.0|0|0.0|0|0.0|0
0|2020-05-23|14.0|0|0.0|0|0.0|0
