|dates|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|0.0|0|0.0|0
0|2020-05-28|71.0|0|0.0|0|0.0|0
0|2020-05-29|71.0|0|0.0|0|0.0|0
0|2020-05-30|71.0|0|0.0|0|0.0|0
