|dates|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
