|dates|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|535.0|0|20.0|0|0.0|0
0|2020-05-18|536.0|0|20.0|0|0.0|0
0|2020-05-19|538.0|0|20.0|0|0.0|0
0|2020-05-20|539.0|0|20.0|0|0.0|0
0|2020-05-21|542.0|0|21.0|0|0.0|0
0|2020-05-22|545.0|0|21.0|0|0.0|0
0|2020-05-23|545.0|0|21.0|0|0.0|0
