|dates|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedCases.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|225.0|0|10.0|0|0.0|0
0|2020-05-18|228.0|0|10.0|0|0.0|0
0|2020-05-19|237.0|0|10.0|0|0.0|0
0|2020-05-20|241.0|0|11.0|0|0.0|0
0|2020-05-21|245.0|0|11.0|0|0.0|0
0|2020-05-22|251.0|0|11.0|0|0.0|0
0|2020-05-23|251.0|0|11.0|0|0.0|0
