|dates|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|117.0|0|8.0|0|0.0|0
0|2020-05-25|118.0|0|8.0|0|0.0|0
0|2020-05-26|118.0|0|8.0|0|0.0|0
