|dates|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|6.0|0|0.0|0
0|2020-05-18|84.0|0|4.0|0|0.0|0
0|2020-05-19|86.0|0|4.0|0|0.0|0
0|2020-05-20|86.0|0|4.0|0|0.0|0
0|2020-05-21|88.0|0|4.0|0|0.0|0
0|2020-05-22|89.0|0|4.0|0|0.0|0
0|2020-05-23|89.0|0|4.0|0|0.0|0
