|dates|Willacy_Texas_UnitedStates.JHU_ConfirmedCases.data|Willacy_Texas_UnitedStates.JHU_ConfirmedCases.missing|Willacy_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Willacy_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Willacy_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Willacy_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|1.0|0|0.0|0
0|2020-05-28|15.0|0|1.0|0|0.0|0
0|2020-05-29|15.0|0|1.0|0|0.0|0
0|2020-05-30|15.0|0|1.0|0|0.0|0
