|dates|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|1.0|0|0.0|0
0|2020-05-18|84.0|0|1.0|0|0.0|0
0|2020-05-19|86.0|0|1.0|0|0.0|0
0|2020-05-20|95.0|0|1.0|0|0.0|0
0|2020-05-21|99.0|0|2.0|0|0.0|0
0|2020-05-22|101.0|0|1.0|0|0.0|0
0|2020-05-23|101.0|0|1.0|0|0.0|0
