|dates|Adams_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Adams_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|172.0|0|15.0|0|0.0|0
0|2020-05-18|173.0|0|15.0|0|0.0|0
0|2020-05-19|177.0|0|15.0|0|0.0|0
0|2020-05-20|178.0|0|15.0|0|0.0|0
0|2020-05-21|179.0|0|15.0|0|0.0|0
0|2020-05-22|180.0|0|15.0|0|0.0|0
0|2020-05-23|180.0|0|15.0|0|0.0|0
