|dates|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|2.0|0|0.0|0
0|2020-05-18|14.0|0|2.0|0|0.0|0
0|2020-05-19|14.0|0|2.0|0|0.0|0
0|2020-05-20|13.0|0|2.0|0|0.0|0
0|2020-05-21|13.0|0|2.0|0|0.0|0
0|2020-05-22|13.0|0|2.0|0|0.0|0
0|2020-05-23|13.0|0|2.0|0|0.0|0
