|dates|Manassas_Virginia_UnitedStates.JHU_ConfirmedCases.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Manassas_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Manassas_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|594.0|0|5.0|0|0.0|0
0|2020-05-18|628.0|0|5.0|0|0.0|0
0|2020-05-19|680.0|0|5.0|0|0.0|0
0|2020-05-20|699.0|0|6.0|0|0.0|0
0|2020-05-21|743.0|0|6.0|0|0.0|0
0|2020-05-22|764.0|0|7.0|0|0.0|0
0|2020-05-23|764.0|0|7.0|0|0.0|0
