|dates|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.data|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|252.0|0|26.0|0|0.0|0
0|2020-05-28|252.0|0|26.0|0|0.0|0
0|2020-05-29|252.0|0|26.0|0|0.0|0
0|2020-05-30|252.0|0|26.0|0|0.0|0
