|dates|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.data|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|131.0|0|3.0|0|0.0|0
0|2020-05-18|134.0|0|3.0|0|0.0|0
0|2020-05-19|134.0|0|3.0|0|0.0|0
0|2020-05-20|135.0|0|3.0|0|0.0|0
0|2020-05-21|136.0|0|4.0|0|0.0|0
0|2020-05-22|138.0|0|4.0|0|0.0|0
0|2020-05-23|138.0|0|4.0|0|0.0|0
