|dates|Bates_Missouri_UnitedStates.JHU_ConfirmedCases.data|Bates_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Bates_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Bates_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Bates_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Bates_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|1.0|0|0.0|0
0|2020-05-15|6.0|0|1.0|0|0.0|0
0|2020-05-16|6.0|0|1.0|0|0.0|0
