|dates|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|502.0|0|13.0|0|0.0|0
0|2020-05-28|502.0|0|13.0|0|0.0|0
0|2020-05-29|502.0|0|13.0|0|0.0|0
0|2020-05-30|502.0|0|13.0|0|0.0|0
