|dates|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|0.0|0|0.0|0
0|2020-05-18|25.0|0|0.0|0|0.0|0
0|2020-05-19|26.0|0|0.0|0|0.0|0
0|2020-05-20|28.0|0|0.0|0|0.0|0
0|2020-05-21|29.0|0|0.0|0|0.0|0
0|2020-05-22|29.0|0|0.0|0|0.0|0
0|2020-05-23|29.0|0|0.0|0|0.0|0
