|dates|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedCases.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|88.0|0|8.0|0|0.0|0
0|2020-05-28|88.0|0|8.0|0|0.0|0
0|2020-05-29|88.0|0|8.0|0|0.0|0
0|2020-05-30|88.0|0|8.0|0|0.0|0
