|dates|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|3.0|0|0.0|0
0|2020-05-18|69.0|0|3.0|0|0.0|0
0|2020-05-19|70.0|0|3.0|0|0.0|0
0|2020-05-20|73.0|0|3.0|0|0.0|0
0|2020-05-21|76.0|0|3.0|0|0.0|0
0|2020-05-22|78.0|0|3.0|0|0.0|0
0|2020-05-23|78.0|0|3.0|0|0.0|0
