|dates|Delaware_NewYork_UnitedStates.JHU_ConfirmedCases.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Delaware_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|4.0|0|0.0|0
0|2020-05-18|69.0|0|4.0|0|0.0|0
0|2020-05-19|69.0|0|4.0|0|0.0|0
0|2020-05-20|69.0|0|4.0|0|0.0|0
0|2020-05-21|71.0|0|4.0|0|0.0|0
0|2020-05-22|72.0|0|4.0|0|0.0|0
0|2020-05-23|72.0|0|4.0|0|0.0|0
