|dates|OutofOH_Ohio_UnitedStates.JHU_ConfirmedCases.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedCases.missing|OutofOH_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|OutofOH_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
