|dates|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.data|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|204.0|0|10.0|0|0.0|0
0|2020-05-25|211.0|0|10.0|0|0.0|0
0|2020-05-26|211.0|0|10.0|0|0.0|0
