|dates|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|3.0|0|0.0|0
0|2020-05-18|29.0|0|3.0|0|0.0|0
0|2020-05-19|29.0|0|3.0|0|0.0|0
0|2020-05-20|28.0|0|4.0|0|0.0|0
0|2020-05-21|29.0|0|4.0|0|0.0|0
0|2020-05-22|30.0|0|4.0|0|0.0|0
0|2020-05-23|30.0|0|4.0|0|0.0|0
