|dates|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|668.0|0|23.0|0|0.0|0
0|2020-05-18|687.0|0|23.0|0|0.0|0
0|2020-05-19|733.0|0|24.0|0|0.0|0
0|2020-05-20|777.0|0|26.0|0|0.0|0
0|2020-05-21|844.0|0|27.0|0|0.0|0
0|2020-05-22|903.0|0|27.0|0|0.0|0
0|2020-05-23|903.0|0|27.0|0|0.0|0
