|dates|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.data|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4954.0|0|420.0|0|0.0|0
0|2020-05-18|4993.0|0|420.0|0|0.0|0
0|2020-05-19|5037.0|0|449.0|0|0.0|0
0|2020-05-20|5131.0|0|449.0|0|0.0|0
0|2020-05-21|5270.0|0|449.0|0|0.0|0
0|2020-05-22|5397.0|0|449.0|0|0.0|0
0|2020-05-23|5397.0|0|449.0|0|0.0|0
