|dates|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
