|dates|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1164.0|0|55.0|0|0.0|0
0|2020-05-25|1210.0|0|56.0|0|0.0|0
0|2020-05-26|1210.0|0|56.0|0|0.0|0
