|dates|Grayson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Grayson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Grayson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Grayson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Grayson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Grayson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|124.0|0|8.0|0|0.0|0
0|2020-05-28|124.0|0|8.0|0|0.0|0
0|2020-05-29|124.0|0|8.0|0|0.0|0
0|2020-05-30|124.0|0|8.0|0|0.0|0
