|dates|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|0.0|0|0.0|0
0|2020-05-28|28.0|0|0.0|0|0.0|0
0|2020-05-29|28.0|0|0.0|0|0.0|0
0|2020-05-30|28.0|0|0.0|0|0.0|0
