|dates|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.data|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|227.0|0|2.0|0|0.0|0
0|2020-05-28|227.0|0|2.0|0|0.0|0
0|2020-05-29|227.0|0|2.0|0|0.0|0
0|2020-05-30|227.0|0|2.0|0|0.0|0
