|dates|Lyon_Iowa_UnitedStates.JHU_ConfirmedCases.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|19.0|0|0.0|0|0.0|0
0|2020-05-22|19.0|0|0.0|0|0.0|0
0|2020-05-23|19.0|0|0.0|0|0.0|0
