|dates|Calhoun_Alabama_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|130.0|0|3.0|0|0.0|0
0|2020-05-18|133.0|0|3.0|0|0.0|0
0|2020-05-19|133.0|0|3.0|0|0.0|0
0|2020-05-20|136.0|0|3.0|0|0.0|0
0|2020-05-21|136.0|0|3.0|0|0.0|0
0|2020-05-22|137.0|0|3.0|0|0.0|0
0|2020-05-23|137.0|0|3.0|0|0.0|0
