|dates|Barton_Missouri_UnitedStates.JHU_ConfirmedCases.data|Barton_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Barton_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Barton_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Barton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Barton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9121.0|0|409.0|0|0.0|0
0|2020-05-28|9121.0|0|409.0|0|0.0|0
0|2020-05-29|9121.0|0|409.0|0|0.0|0
0|2020-05-30|9121.0|0|409.0|0|0.0|0
