|dates|Johnson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|69.0|0|0.0|0|0.0|0
0|2020-05-15|71.0|0|0.0|0|0.0|0
0|2020-05-16|71.0|0|0.0|0|0.0|0
