|dates|Stephenson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Stephenson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Stephenson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|150.0|0|1.0|0|0.0|0
0|2020-05-18|156.0|0|1.0|0|0.0|0
0|2020-05-19|160.0|0|1.0|0|0.0|0
0|2020-05-20|161.0|0|1.0|0|0.0|0
0|2020-05-21|167.0|0|2.0|0|0.0|0
0|2020-05-22|173.0|0|2.0|0|0.0|0
0|2020-05-23|173.0|0|2.0|0|0.0|0
