|dates|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|135.0|0|1.0|0|0.0|0
0|2020-05-28|135.0|0|1.0|0|0.0|0
0|2020-05-29|135.0|0|1.0|0|0.0|0
0|2020-05-30|135.0|0|1.0|0|0.0|0
